logline,_id,is_anomaly,timestamp,group_id
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],26,False,2025-05-19T07:20:41.935554,26
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],27,True,2025-05-19T07:20:41.935554,27
Warning: Unrecognized packageExtended attribute.,28,False,2025-05-19T07:20:41.935554,28
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],29,False,2025-05-19T07:20:41.935554,29
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],30,True,2025-05-19T07:20:41.935554,30
Warning: Unrecognized packageExtended attribute.,31,False,2025-05-19T07:20:41.935554,31
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],32,False,2025-05-19T07:20:41.935554,32
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],33,True,2025-05-19T07:20:41.935554,33
Warning: Unrecognized packageExtended attribute.,34,False,2025-05-19T07:20:41.935554,34
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],35,False,2025-05-19T07:20:41.935554,35
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],36,True,2025-05-19T07:20:41.935554,36
Warning: Unrecognized packageExtended attribute.,37,False,2025-05-19T07:20:41.935554,37
Warning: Unrecognized packageExtended attribute.,38,False,2025-05-19T07:20:41.935554,38
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],39,False,2025-05-19T07:20:41.935554,39
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],40,True,2025-05-19T07:20:41.935554,40
Warning: Unrecognized packageExtended attribute.,41,False,2025-05-19T07:20:41.935554,41
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],42,False,2025-05-19T07:20:41.935554,42
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],43,True,2025-05-19T07:20:41.935554,43
Warning: Unrecognized packageExtended attribute.,44,False,2025-05-19T07:20:41.935554,44
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],45,False,2025-05-19T07:20:41.935554,45
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],46,True,2025-05-19T07:20:41.935554,46
Warning: Unrecognized packageExtended attribute.,47,False,2025-05-19T07:20:41.935554,47
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],48,False,2025-05-19T07:20:41.935554,48
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],49,True,2025-05-19T07:20:41.935554,49
Warning: Unrecognized packageExtended attribute.,50,False,2025-05-19T07:20:41.935554,50
Warning: Unrecognized packageExtended attribute.,51,False,2025-05-19T07:20:41.935554,51
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],52,False,2025-05-19T07:20:41.935554,52
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],53,True,2025-05-19T07:20:41.935554,53
Warning: Unrecognized packageExtended attribute.,54,False,2025-05-19T07:20:41.935554,54
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],55,False,2025-05-19T07:20:41.935554,55
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],56,True,2025-05-19T07:20:41.935554,56
Warning: Unrecognized packageExtended attribute.,57,False,2025-05-19T07:20:41.935554,57
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],58,False,2025-05-19T07:20:41.935554,58
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],59,True,2025-05-19T07:20:41.935554,59
Warning: Unrecognized packageExtended attribute.,60,False,2025-05-19T07:20:41.935554,60
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],61,False,2025-05-19T07:20:41.935554,61
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],62,True,2025-05-19T07:20:41.935554,62
Warning: Unrecognized packageExtended attribute.,63,False,2025-05-19T07:20:41.935554,63
Warning: Unrecognized packageExtended attribute.,64,False,2025-05-19T07:20:41.935554,64
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],65,False,2025-05-19T07:20:41.935554,65
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],66,True,2025-05-19T07:20:41.935554,66
Warning: Unrecognized packageExtended attribute.,67,False,2025-05-19T07:20:41.935554,67
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],68,False,2025-05-19T07:20:41.935554,68
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],69,True,2025-05-19T07:20:41.935554,69
Warning: Unrecognized packageExtended attribute.,70,False,2025-05-19T07:20:41.935554,70
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],71,False,2025-05-19T07:20:41.935554,71
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],72,True,2025-05-19T07:20:41.935554,72
Warning: Unrecognized packageExtended attribute.,73,False,2025-05-19T07:20:41.935554,73
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],74,False,2025-05-19T07:20:41.935554,74
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],75,True,2025-05-19T07:20:41.935554,75
Warning: Unrecognized packageExtended attribute.,76,False,2025-05-19T07:20:41.935554,76
Warning: Unrecognized packageExtended attribute.,77,False,2025-05-19T07:20:41.935554,77
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],78,False,2025-05-19T07:20:41.935554,78
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],79,True,2025-05-19T07:20:41.935554,79
Warning: Unrecognized packageExtended attribute.,80,False,2025-05-19T07:20:41.935554,80
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],81,False,2025-05-19T07:20:41.935554,81
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],82,True,2025-05-19T07:20:41.935554,82
Warning: Unrecognized packageExtended attribute.,83,False,2025-05-19T07:20:41.935554,83
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],84,False,2025-05-19T07:20:41.935554,84
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],85,True,2025-05-19T07:20:41.935554,85
Warning: Unrecognized packageExtended attribute.,86,False,2025-05-19T07:20:41.935554,86
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],87,False,2025-05-19T07:20:41.935554,87
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],88,True,2025-05-19T07:20:41.935554,88
Warning: Unrecognized packageExtended attribute.,89,False,2025-05-19T07:20:41.935554,89
Warning: Unrecognized packageExtended attribute.,90,False,2025-05-19T07:20:41.935554,90
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],91,False,2025-05-19T07:20:41.935554,91
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],92,True,2025-05-19T07:20:41.935554,92
Warning: Unrecognized packageExtended attribute.,93,False,2025-05-19T07:20:41.935554,93
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],94,False,2025-05-19T07:20:41.935554,94
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],95,True,2025-05-19T07:20:41.935554,95
Warning: Unrecognized packageExtended attribute.,96,False,2025-05-19T07:20:41.935554,96
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],97,False,2025-05-19T07:20:41.935554,97
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],98,True,2025-05-19T07:20:41.935554,98
Warning: Unrecognized packageExtended attribute.,99,False,2025-05-19T07:20:41.935554,99
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],100,False,2025-05-19T07:20:41.935554,100
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],101,True,2025-05-19T07:20:41.935554,101
Warning: Unrecognized packageExtended attribute.,102,False,2025-05-19T07:20:41.935554,102
Warning: Unrecognized packageExtended attribute.,103,False,2025-05-19T07:20:41.935554,103
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],104,False,2025-05-19T07:20:41.935554,104
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],105,True,2025-05-19T07:20:41.935554,105
Warning: Unrecognized packageExtended attribute.,106,False,2025-05-19T07:20:41.935554,106
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],107,False,2025-05-19T07:20:41.935554,107
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],108,True,2025-05-19T07:20:41.935554,108
Warning: Unrecognized packageExtended attribute.,109,False,2025-05-19T07:20:41.935554,109
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],110,False,2025-05-19T07:20:41.935554,110
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],111,True,2025-05-19T07:20:41.935554,111
Warning: Unrecognized packageExtended attribute.,112,False,2025-05-19T07:20:41.935554,112
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],113,False,2025-05-19T07:20:41.935554,113
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],114,True,2025-05-19T07:20:41.935554,114
Warning: Unrecognized packageExtended attribute.,115,False,2025-05-19T07:20:41.935554,115
Warning: Unrecognized packageExtended attribute.,116,False,2025-05-19T07:20:41.935554,116
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],117,False,2025-05-19T07:20:41.935554,117
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],118,True,2025-05-19T07:20:41.935554,118
Warning: Unrecognized packageExtended attribute.,119,False,2025-05-19T07:20:41.935554,119
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],120,False,2025-05-19T07:20:41.935554,120
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],121,True,2025-05-19T07:20:41.935554,121
Warning: Unrecognized packageExtended attribute.,122,False,2025-05-19T07:20:41.935554,122
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],123,False,2025-05-19T07:20:41.935554,123
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],124,True,2025-05-19T07:20:41.935554,124
Warning: Unrecognized packageExtended attribute.,125,False,2025-05-19T07:20:41.935554,125
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],126,False,2025-05-19T07:20:41.935554,126
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],127,True,2025-05-19T07:20:41.935554,127
Warning: Unrecognized packageExtended attribute.,128,False,2025-05-19T07:20:41.935554,128
Session: 30546173_4267072707 initialized by client WindowsUpdateAgent.,129,True,2025-05-19T07:20:41.935554,129
Failed to internally open package. [HRESULT = 0x800f0805 - CBS_E_INVALID_PACKAGE],130,True,2025-05-19T07:20:41.935554,130
Session: 30546173_4268042763 initialized by client WindowsUpdateAgent.,131,True,2025-05-19T07:20:41.935554,131
Session: 30546173_4271022933 initialized by client WindowsUpdateAgent.,132,True,2025-05-19T07:20:41.935554,132
Warning: Unrecognized packageExtended attribute.,133,False,2025-05-19T07:20:41.935554,133
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],134,False,2025-05-19T07:20:41.935554,134
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],135,True,2025-05-19T07:20:41.935554,135
Warning: Unrecognized packageExtended attribute.,136,False,2025-05-19T07:20:41.935554,136
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],137,False,2025-05-19T07:20:41.935554,137
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],138,True,2025-05-19T07:20:41.935554,138
Warning: Unrecognized packageExtended attribute.,139,False,2025-05-19T07:20:41.935554,139
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],140,False,2025-05-19T07:20:41.935554,140
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],141,True,2025-05-19T07:20:41.935554,141
Warning: Unrecognized packageExtended attribute.,142,False,2025-05-19T07:20:41.935554,142
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],143,False,2025-05-19T07:20:41.935554,143
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],144,True,2025-05-19T07:20:41.935554,144
Warning: Unrecognized packageExtended attribute.,145,False,2025-05-19T07:20:41.935554,145
Warning: Unrecognized packageExtended attribute.,146,False,2025-05-19T07:20:41.935554,146
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],147,False,2025-05-19T07:20:41.935554,147
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],148,True,2025-05-19T07:20:41.935554,148
Warning: Unrecognized packageExtended attribute.,149,False,2025-05-19T07:20:41.935554,149
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],150,False,2025-05-19T07:20:41.935554,150
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],151,True,2025-05-19T07:20:41.935554,151
Warning: Unrecognized packageExtended attribute.,152,False,2025-05-19T07:20:41.935554,152
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],153,False,2025-05-19T07:20:41.935554,153
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],154,True,2025-05-19T07:20:41.935554,154
Warning: Unrecognized packageExtended attribute.,155,False,2025-05-19T07:20:41.935554,155
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],156,False,2025-05-19T07:20:41.935554,156
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],157,True,2025-05-19T07:20:41.935554,157
Warning: Unrecognized packageExtended attribute.,158,False,2025-05-19T07:20:41.935554,158
Warning: Unrecognized packageExtended attribute.,159,False,2025-05-19T07:20:41.935554,159
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],160,False,2025-05-19T07:20:41.935554,160
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],161,True,2025-05-19T07:20:41.935554,161
Warning: Unrecognized packageExtended attribute.,162,False,2025-05-19T07:20:41.935554,162
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],163,False,2025-05-19T07:20:41.935554,163
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],164,True,2025-05-19T07:20:41.935554,164
Warning: Unrecognized packageExtended attribute.,165,False,2025-05-19T07:20:41.935554,165
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],166,False,2025-05-19T07:20:41.935554,166
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],167,True,2025-05-19T07:20:41.935554,167
Warning: Unrecognized packageExtended attribute.,168,False,2025-05-19T07:20:41.935554,168
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],169,False,2025-05-19T07:20:41.935554,169
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],170,True,2025-05-19T07:20:41.935554,170
Warning: Unrecognized packageExtended attribute.,171,False,2025-05-19T07:20:41.935554,171
Warning: Unrecognized packageExtended attribute.,172,False,2025-05-19T07:20:41.935554,172
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],173,False,2025-05-19T07:20:41.935554,173
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],174,True,2025-05-19T07:20:41.935554,174
Warning: Unrecognized packageExtended attribute.,175,False,2025-05-19T07:20:41.935554,175
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],176,False,2025-05-19T07:20:41.935554,176
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],177,True,2025-05-19T07:20:41.935554,177
Warning: Unrecognized packageExtended attribute.,178,False,2025-05-19T07:20:41.935554,178
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],179,False,2025-05-19T07:20:41.935554,179
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],180,True,2025-05-19T07:20:41.935554,180
Warning: Unrecognized packageExtended attribute.,181,False,2025-05-19T07:20:41.935554,181
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],182,False,2025-05-19T07:20:41.935554,182
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],183,True,2025-05-19T07:20:41.935554,183
Warning: Unrecognized packageExtended attribute.,184,False,2025-05-19T07:20:41.935554,184
Warning: Unrecognized packageExtended attribute.,185,False,2025-05-19T07:20:41.935554,185
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],186,False,2025-05-19T07:20:41.935554,186
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],187,True,2025-05-19T07:20:41.935554,187
Warning: Unrecognized packageExtended attribute.,188,False,2025-05-19T07:20:41.935554,188
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],189,False,2025-05-19T07:20:41.935554,189
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],190,True,2025-05-19T07:20:41.935554,190
Warning: Unrecognized packageExtended attribute.,191,False,2025-05-19T07:20:41.935554,191
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],192,False,2025-05-19T07:20:41.935554,192
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],193,True,2025-05-19T07:20:41.935554,193
Warning: Unrecognized packageExtended attribute.,194,False,2025-05-19T07:20:41.935554,194
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],195,False,2025-05-19T07:20:41.935554,195
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],196,True,2025-05-19T07:20:41.935554,196
Warning: Unrecognized packageExtended attribute.,197,False,2025-05-19T07:20:41.935554,197
Warning: Unrecognized packageExtended attribute.,198,False,2025-05-19T07:20:41.935554,198
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],199,False,2025-05-19T07:20:41.935554,199
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],200,True,2025-05-19T07:20:41.935554,200
Warning: Unrecognized packageExtended attribute.,201,False,2025-05-19T07:20:41.935554,201
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],202,False,2025-05-19T07:20:41.935554,202
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],203,True,2025-05-19T07:20:41.935554,203
Warning: Unrecognized packageExtended attribute.,204,False,2025-05-19T07:20:41.935554,204
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],205,False,2025-05-19T07:20:41.935554,205
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],206,True,2025-05-19T07:20:41.935554,206
Warning: Unrecognized packageExtended attribute.,207,False,2025-05-19T07:20:41.935554,207
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],208,False,2025-05-19T07:20:41.935554,208
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],209,True,2025-05-19T07:20:41.935554,209
Warning: Unrecognized packageExtended attribute.,210,False,2025-05-19T07:20:41.935554,210
Warning: Unrecognized packageExtended attribute.,211,False,2025-05-19T07:20:41.935554,211
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],212,False,2025-05-19T07:20:41.935554,212
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],213,True,2025-05-19T07:20:41.935554,213
Warning: Unrecognized packageExtended attribute.,214,False,2025-05-19T07:20:41.935554,214
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],215,False,2025-05-19T07:20:41.935554,215
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],216,True,2025-05-19T07:20:41.935554,216
Warning: Unrecognized packageExtended attribute.,217,False,2025-05-19T07:20:41.935554,217
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],218,False,2025-05-19T07:20:41.935554,218
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],219,True,2025-05-19T07:20:41.935554,219
Warning: Unrecognized packageExtended attribute.,220,False,2025-05-19T07:20:41.935554,220
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],221,False,2025-05-19T07:20:41.935554,221
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],222,True,2025-05-19T07:20:41.935554,222
Warning: Unrecognized packageExtended attribute.,223,False,2025-05-19T07:20:41.935554,223
Warning: Unrecognized packageExtended attribute.,224,False,2025-05-19T07:20:41.935554,224
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],225,False,2025-05-19T07:20:41.935554,225
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],226,True,2025-05-19T07:20:41.935554,226
Warning: Unrecognized packageExtended attribute.,227,False,2025-05-19T07:20:41.935554,227
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],228,False,2025-05-19T07:20:41.935554,228
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],229,True,2025-05-19T07:20:41.935554,229
Warning: Unrecognized packageExtended attribute.,230,False,2025-05-19T07:20:41.935554,230
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],231,False,2025-05-19T07:20:41.935554,231
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],232,True,2025-05-19T07:20:41.935554,232
Warning: Unrecognized packageExtended attribute.,233,False,2025-05-19T07:20:41.935554,233
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],234,False,2025-05-19T07:20:41.935554,234
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],235,True,2025-05-19T07:20:41.935554,235
Warning: Unrecognized packageExtended attribute.,236,False,2025-05-19T07:20:41.935554,236
Session: 30546173_4275933214 initialized by client WindowsUpdateAgent.,237,True,2025-05-19T07:20:41.935554,237
Warning: Unrecognized packageExtended attribute.,238,False,2025-05-19T07:20:41.935554,238
