logline,_id,is_anomaly,timestamp,group_id
Warning: Unrecognized packageExtended attribute.,44,False,2025-05-18T20:24:04.212203,44
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],45,False,2025-05-18T20:24:04.212203,45
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],46,True,2025-05-18T20:24:04.212203,46
Warning: Unrecognized packageExtended attribute.,47,False,2025-05-18T20:24:04.212203,47
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],48,False,2025-05-18T20:24:04.212203,48
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],49,True,2025-05-18T20:24:04.212203,49
Warning: Unrecognized packageExtended attribute.,50,False,2025-05-18T20:24:04.212203,50
Warning: Unrecognized packageExtended attribute.,51,False,2025-05-18T20:24:04.212203,51
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],52,False,2025-05-18T20:24:04.212203,52
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],53,True,2025-05-18T20:24:04.212203,53
Warning: Unrecognized packageExtended attribute.,54,False,2025-05-18T20:24:04.212203,54
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],55,False,2025-05-18T20:24:04.212203,55
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],56,True,2025-05-18T20:24:04.212203,56
Warning: Unrecognized packageExtended attribute.,57,False,2025-05-18T20:24:04.212203,57
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],58,False,2025-05-18T20:24:04.212203,58
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],59,True,2025-05-18T20:24:04.212203,59
Warning: Unrecognized packageExtended attribute.,60,False,2025-05-18T20:24:04.212203,60
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],61,False,2025-05-18T20:24:04.212203,61
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],62,True,2025-05-18T20:24:04.212203,62
Warning: Unrecognized packageExtended attribute.,63,False,2025-05-18T20:24:04.212203,63
Warning: Unrecognized packageExtended attribute.,64,False,2025-05-18T20:24:04.212203,64
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],65,False,2025-05-18T20:24:04.212203,65
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],66,True,2025-05-18T20:24:04.212203,66
Warning: Unrecognized packageExtended attribute.,67,False,2025-05-18T20:24:04.212203,67
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],68,False,2025-05-18T20:24:04.212203,68
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],69,True,2025-05-18T20:24:04.212203,69
Warning: Unrecognized packageExtended attribute.,70,False,2025-05-18T20:24:04.212203,70
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],71,False,2025-05-18T20:24:04.212203,71
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],72,True,2025-05-18T20:24:04.212203,72
Warning: Unrecognized packageExtended attribute.,73,False,2025-05-18T20:24:04.212203,73
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],74,False,2025-05-18T20:24:04.212203,74
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],75,True,2025-05-18T20:24:04.212203,75
Warning: Unrecognized packageExtended attribute.,76,False,2025-05-18T20:24:04.212203,76
Warning: Unrecognized packageExtended attribute.,77,False,2025-05-18T20:24:04.212203,77
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],78,False,2025-05-18T20:24:04.212203,78
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],79,True,2025-05-18T20:24:04.212203,79
Warning: Unrecognized packageExtended attribute.,80,False,2025-05-18T20:24:04.212203,80
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],81,False,2025-05-18T20:24:04.212203,81
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],82,True,2025-05-18T20:24:04.212203,82
Warning: Unrecognized packageExtended attribute.,83,False,2025-05-18T20:24:04.212203,83
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],84,False,2025-05-18T20:24:04.212203,84
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],85,True,2025-05-18T20:24:04.212203,85
Warning: Unrecognized packageExtended attribute.,86,False,2025-05-18T20:24:04.212203,86
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],87,False,2025-05-18T20:24:04.212203,87
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],88,True,2025-05-18T20:24:04.212203,88
Warning: Unrecognized packageExtended attribute.,89,False,2025-05-18T20:24:04.212203,89
Warning: Unrecognized packageExtended attribute.,90,False,2025-05-18T20:24:04.212203,90
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],91,False,2025-05-18T20:24:04.212203,91
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],92,True,2025-05-18T20:24:04.212203,92
Warning: Unrecognized packageExtended attribute.,93,False,2025-05-18T20:24:04.212203,93
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],94,False,2025-05-18T20:24:04.212203,94
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],95,True,2025-05-18T20:24:04.212203,95
Warning: Unrecognized packageExtended attribute.,96,False,2025-05-18T20:24:04.212203,96
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],97,False,2025-05-18T20:24:04.212203,97
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],98,True,2025-05-18T20:24:04.212203,98
Warning: Unrecognized packageExtended attribute.,99,False,2025-05-18T20:24:04.212203,99
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],100,False,2025-05-18T20:24:04.212203,100
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],101,True,2025-05-18T20:24:04.212203,101
Warning: Unrecognized packageExtended attribute.,102,False,2025-05-18T20:24:04.212203,102
Warning: Unrecognized packageExtended attribute.,103,False,2025-05-18T20:24:04.212203,103
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],104,False,2025-05-18T20:24:04.212203,104
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],105,True,2025-05-18T20:24:04.212203,105
Warning: Unrecognized packageExtended attribute.,106,False,2025-05-18T20:24:04.212203,106
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],107,False,2025-05-18T20:24:04.212203,107
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],108,True,2025-05-18T20:24:04.212203,108
Warning: Unrecognized packageExtended attribute.,109,False,2025-05-18T20:24:04.212203,109
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],110,False,2025-05-18T20:24:04.212203,110
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],111,True,2025-05-18T20:24:04.212203,111
Warning: Unrecognized packageExtended attribute.,112,False,2025-05-18T20:24:04.212203,112
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],113,False,2025-05-18T20:24:04.212203,113
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],114,True,2025-05-18T20:24:04.212203,114
Warning: Unrecognized packageExtended attribute.,115,False,2025-05-18T20:24:04.212203,115
Warning: Unrecognized packageExtended attribute.,116,False,2025-05-18T20:24:04.212203,116
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],117,False,2025-05-18T20:24:04.212203,117
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],118,True,2025-05-18T20:24:04.212203,118
Warning: Unrecognized packageExtended attribute.,119,False,2025-05-18T20:24:04.212203,119
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],120,False,2025-05-18T20:24:04.212203,120
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],121,True,2025-05-18T20:24:04.212203,121
Warning: Unrecognized packageExtended attribute.,122,False,2025-05-18T20:24:04.212203,122
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],123,False,2025-05-18T20:24:04.212203,123
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],124,True,2025-05-18T20:24:04.212203,124
Warning: Unrecognized packageExtended attribute.,125,False,2025-05-18T20:24:04.212203,125
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],126,False,2025-05-18T20:24:04.212203,126
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],127,True,2025-05-18T20:24:04.212203,127
Warning: Unrecognized packageExtended attribute.,128,False,2025-05-18T20:24:04.212203,128
Session: 30546173_4267072707 initialized by client WindowsUpdateAgent.,129,True,2025-05-18T20:24:04.212203,129
Failed to internally open package. [HRESULT = 0x800f0805 - CBS_E_INVALID_PACKAGE],130,True,2025-05-18T20:24:04.212203,130
Session: 30546173_4268042763 initialized by client WindowsUpdateAgent.,131,True,2025-05-18T20:24:04.212203,131
Session: 30546173_4271022933 initialized by client WindowsUpdateAgent.,132,True,2025-05-18T20:24:04.212203,132
Warning: Unrecognized packageExtended attribute.,133,False,2025-05-18T20:24:04.212203,133
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],134,False,2025-05-18T20:24:04.212203,134
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],135,True,2025-05-18T20:24:04.212203,135
Warning: Unrecognized packageExtended attribute.,136,False,2025-05-18T20:24:04.212203,136
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],137,False,2025-05-18T20:24:04.212203,137
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],138,True,2025-05-18T20:24:04.212203,138
Warning: Unrecognized packageExtended attribute.,139,False,2025-05-18T20:24:04.212203,139
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],140,False,2025-05-18T20:24:04.212203,140
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],141,True,2025-05-18T20:24:04.212203,141
Warning: Unrecognized packageExtended attribute.,142,False,2025-05-18T20:24:04.212203,142
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],143,False,2025-05-18T20:24:04.212203,143
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],144,True,2025-05-18T20:24:04.212203,144
Warning: Unrecognized packageExtended attribute.,145,False,2025-05-18T20:24:04.212203,145
Warning: Unrecognized packageExtended attribute.,146,False,2025-05-18T20:24:04.212203,146
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],147,False,2025-05-18T20:24:04.212203,147
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],148,True,2025-05-18T20:24:04.212203,148
Warning: Unrecognized packageExtended attribute.,149,False,2025-05-18T20:24:04.212203,149
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],150,False,2025-05-18T20:24:04.212203,150
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],151,True,2025-05-18T20:24:04.212203,151
Warning: Unrecognized packageExtended attribute.,152,False,2025-05-18T20:24:04.212203,152
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],153,False,2025-05-18T20:24:04.212203,153
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],154,True,2025-05-18T20:24:04.212203,154
Warning: Unrecognized packageExtended attribute.,155,False,2025-05-18T20:24:04.212203,155
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],156,False,2025-05-18T20:24:04.212203,156
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],157,True,2025-05-18T20:24:04.212203,157
Warning: Unrecognized packageExtended attribute.,158,False,2025-05-18T20:24:04.212203,158
Warning: Unrecognized packageExtended attribute.,159,False,2025-05-18T20:24:04.212203,159
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],160,False,2025-05-18T20:24:04.212203,160
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],161,True,2025-05-18T20:24:04.212203,161
Warning: Unrecognized packageExtended attribute.,162,False,2025-05-18T20:24:04.212203,162
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],163,False,2025-05-18T20:24:04.212203,163
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],164,True,2025-05-18T20:24:04.212203,164
Warning: Unrecognized packageExtended attribute.,165,False,2025-05-18T20:24:04.212203,165
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],166,False,2025-05-18T20:24:04.212203,166
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],167,True,2025-05-18T20:24:04.212203,167
Warning: Unrecognized packageExtended attribute.,168,False,2025-05-18T20:24:04.212203,168
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],169,False,2025-05-18T20:24:04.212203,169
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],170,True,2025-05-18T20:24:04.212203,170
Warning: Unrecognized packageExtended attribute.,171,False,2025-05-18T20:24:04.212203,171
Warning: Unrecognized packageExtended attribute.,172,False,2025-05-18T20:24:04.212203,172
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],173,False,2025-05-18T20:24:04.212203,173
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],174,True,2025-05-18T20:24:04.212203,174
Warning: Unrecognized packageExtended attribute.,175,False,2025-05-18T20:24:04.212203,175
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],176,False,2025-05-18T20:24:04.212203,176
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],177,True,2025-05-18T20:24:04.212203,177
Warning: Unrecognized packageExtended attribute.,178,False,2025-05-18T20:24:04.212203,178
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],179,False,2025-05-18T20:24:04.212203,179
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],180,True,2025-05-18T20:24:04.212203,180
Warning: Unrecognized packageExtended attribute.,181,False,2025-05-18T20:24:04.212203,181
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],182,False,2025-05-18T20:24:04.212203,182
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],183,True,2025-05-18T20:24:04.212203,183
Warning: Unrecognized packageExtended attribute.,184,False,2025-05-18T20:24:04.212203,184
Warning: Unrecognized packageExtended attribute.,185,False,2025-05-18T20:24:04.212203,185
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],186,False,2025-05-18T20:24:04.212203,186
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],187,True,2025-05-18T20:24:04.212203,187
Warning: Unrecognized packageExtended attribute.,188,False,2025-05-18T20:24:04.212203,188
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],189,False,2025-05-18T20:24:04.212203,189
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],190,True,2025-05-18T20:24:04.212203,190
Warning: Unrecognized packageExtended attribute.,191,False,2025-05-18T20:24:04.212203,191
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],192,False,2025-05-18T20:24:04.212203,192
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],193,True,2025-05-18T20:24:04.212203,193
Warning: Unrecognized packageExtended attribute.,194,False,2025-05-18T20:24:04.212203,194
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],195,False,2025-05-18T20:24:04.212203,195
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],196,True,2025-05-18T20:24:04.212203,196
Warning: Unrecognized packageExtended attribute.,197,False,2025-05-18T20:24:04.212203,197
Warning: Unrecognized packageExtended attribute.,198,False,2025-05-18T20:24:04.212203,198
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],199,False,2025-05-18T20:24:04.212203,199
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],200,True,2025-05-18T20:24:04.212203,200
Warning: Unrecognized packageExtended attribute.,201,False,2025-05-18T20:24:04.212203,201
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],202,False,2025-05-18T20:24:04.212203,202
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],203,True,2025-05-18T20:24:04.212203,203
Warning: Unrecognized packageExtended attribute.,204,False,2025-05-18T20:24:04.212203,204
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],205,False,2025-05-18T20:24:04.212203,205
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],206,True,2025-05-18T20:24:04.212203,206
Warning: Unrecognized packageExtended attribute.,207,False,2025-05-18T20:24:04.212203,207
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],208,False,2025-05-18T20:24:04.212203,208
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],209,True,2025-05-18T20:24:04.212203,209
Warning: Unrecognized packageExtended attribute.,210,False,2025-05-18T20:24:04.212203,210
Warning: Unrecognized packageExtended attribute.,211,False,2025-05-18T20:24:04.212203,211
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],212,False,2025-05-18T20:24:04.212203,212
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],213,True,2025-05-18T20:24:04.212203,213
Warning: Unrecognized packageExtended attribute.,214,False,2025-05-18T20:24:04.212203,214
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],215,False,2025-05-18T20:24:04.212203,215
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],216,True,2025-05-18T20:24:04.212203,216
Warning: Unrecognized packageExtended attribute.,217,False,2025-05-18T20:24:04.212203,217
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],218,False,2025-05-18T20:24:04.212203,218
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],219,True,2025-05-18T20:24:04.212203,219
Warning: Unrecognized packageExtended attribute.,220,False,2025-05-18T20:24:04.212203,220
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],221,False,2025-05-18T20:24:04.212203,221
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],222,True,2025-05-18T20:24:04.212203,222
Warning: Unrecognized packageExtended attribute.,223,False,2025-05-18T20:24:04.212203,223
Warning: Unrecognized packageExtended attribute.,224,False,2025-05-18T20:24:04.212203,224
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],225,False,2025-05-18T20:24:04.212203,225
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],226,True,2025-05-18T20:24:04.212203,226
Warning: Unrecognized packageExtended attribute.,227,False,2025-05-18T20:24:04.212203,227
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],228,False,2025-05-18T20:24:04.212203,228
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],229,True,2025-05-18T20:24:04.212203,229
Warning: Unrecognized packageExtended attribute.,230,False,2025-05-18T20:24:04.212203,230
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],231,False,2025-05-18T20:24:04.212203,231
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],232,True,2025-05-18T20:24:04.212203,232
Warning: Unrecognized packageExtended attribute.,233,False,2025-05-18T20:24:04.212203,233
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],234,False,2025-05-18T20:24:04.212203,234
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],235,True,2025-05-18T20:24:04.212203,235
Warning: Unrecognized packageExtended attribute.,236,False,2025-05-18T20:24:04.212203,236
Session: 30546173_4275933214 initialized by client WindowsUpdateAgent.,237,True,2025-05-18T20:24:04.212203,237
Warning: Unrecognized packageExtended attribute.,238,False,2025-05-18T20:24:04.212203,238
